Timestamp,Flex1,Flex2,Flex3,Flex4,Flex5,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Hand_X_0,Hand_Y_0,Hand_X_1,Hand_Y_1,Hand_X_2,Hand_Y_2,Hand_X_3,Hand_Y_3,Hand_X_4,Hand_Y_4,Hand_X_5,Hand_Y_5,Hand_X_6,Hand_Y_6,Hand_X_7,Hand_Y_7,Hand_X_8,Hand_Y_8,Hand_X_9,Hand_Y_9,Hand_X_10,Hand_Y_10,Hand_X_11,Hand_Y_11,Hand_X_12,Hand_Y_12,Hand_X_13,Hand_Y_13,Hand_X_14,Hand_Y_14,Hand_X_15,Hand_Y_15,Hand_X_16,Hand_Y_16,Hand_X_17,Hand_Y_17,Hand_X_18,Hand_Y_18,Hand_X_19,Hand_Y_19,Hand_X_20,Hand_Y_20
0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9036,0.8819,0.7886,0.9121,0.6955,0.8535,0.6281,0.8032,0.5989,0.7579,0.7022,0.5869,0.6155,0.5581,0.6006,0.6321,0.6173,0.6923,0.7474,0.5186,0.6824,0.3729,0.6526,0.2969,0.6378,0.2275,0.7883,0.5001,0.7435,0.3628,0.7124,0.2939,0.691,0.2452,0.8212,0.5229,0.7862,0.4067,0.7639,0.3493,0.7483,0.3101
0.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9029,0.8854,0.7849,0.9123,0.6895,0.8523,0.6242,0.794,0.6018,0.7387,0.7035,0.5923,0.6172,0.5628,0.6018,0.6366,0.6179,0.6979,0.749,0.5251,0.6827,0.3775,0.6517,0.2985,0.6367,0.2264,0.7894,0.5056,0.7431,0.368,0.7117,0.2984,0.6906,0.2487,0.8223,0.5272,0.7862,0.4104,0.7631,0.3522,0.7464,0.3113
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9022,0.8876,0.7862,0.9184,0.6923,0.8592,0.6252,0.8055,0.5979,0.7539,0.7027,0.5974,0.617,0.5678,0.5999,0.6419,0.6148,0.7047,0.7482,0.5299,0.6846,0.3796,0.6537,0.301,0.6386,0.2312,0.7898,0.5106,0.7456,0.37,0.7146,0.2976,0.6926,0.2475,0.8243,0.5343,0.7912,0.4177,0.7698,0.3591,0.754,0.321
0.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9071,0.8864,0.7918,0.9155,0.6992,0.8582,0.6312,0.8102,0.6045,0.7673,0.7064,0.5935,0.6189,0.5639,0.6028,0.638,0.6198,0.6994,0.7529,0.5285,0.687,0.3822,0.655,0.305,0.6384,0.234,0.7954,0.5129,0.7492,0.371,0.7159,0.3004,0.6922,0.2504,0.8298,0.5399,0.7961,0.4257,0.7739,0.3696,0.7578,0.3318
0.493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9056,0.8829,0.7902,0.9185,0.6964,0.8598,0.6295,0.8056,0.6012,0.7561,0.7024,0.595,0.6162,0.5633,0.6018,0.636,0.6194,0.6966,0.7463,0.5259,0.6822,0.3768,0.6529,0.3007,0.639,0.2348,0.7874,0.5067,0.7425,0.3699,0.7129,0.3008,0.6925,0.252,0.8227,0.5285,0.7898,0.4146,0.7692,0.3586,0.7549,0.3219
0.585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9045,0.8856,0.787,0.9163,0.6946,0.8582,0.6277,0.803,0.602,0.7483,0.7044,0.5992,0.6194,0.5653,0.6048,0.6362,0.6216,0.6955,0.7506,0.5293,0.6842,0.382,0.6533,0.3036,0.6387,0.2335,0.7928,0.5104,0.7452,0.3714,0.7127,0.2995,0.6894,0.2487,0.828,0.5342,0.7935,0.4195,0.7704,0.3614,0.7532,0.3237
0.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9044,0.8847,0.7884,0.9183,0.6976,0.8588,0.6313,0.803,0.6021,0.7527,0.7029,0.5916,0.6181,0.5639,0.6008,0.6354,0.6169,0.6949,0.7479,0.5289,0.6841,0.3775,0.6545,0.2991,0.6402,0.2325,0.7897,0.5131,0.7428,0.3731,0.7124,0.3014,0.6906,0.2501,0.8259,0.5371,0.7942,0.4228,0.7731,0.3656,0.7574,0.3267
0.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9048,0.8797,0.7877,0.9115,0.6924,0.8491,0.6237,0.7896,0.5985,0.7312,0.703,0.5922,0.618,0.5615,0.6017,0.6286,0.6179,0.6859,0.7473,0.5255,0.6823,0.3748,0.652,0.2963,0.6381,0.2318,0.7885,0.5064,0.7406,0.3677,0.7102,0.2957,0.6885,0.2451,0.8244,0.5281,0.792,0.4153,0.7701,0.3573,0.7535,0.3191
0.888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9028,0.88,0.7812,0.9028,0.6801,0.8345,0.6132,0.7603,0.5979,0.6808,0.7049,0.5867,0.6187,0.5474,0.602,0.6163,0.6176,0.6763,0.7497,0.5213,0.6862,0.3715,0.6545,0.2887,0.6403,0.2186,0.7921,0.5041,0.7426,0.3655,0.7111,0.2932,0.6891,0.2407,0.8304,0.5291,0.7951,0.4163,0.7721,0.3595,0.7555,0.3224
0.986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9044,0.8749,0.7799,0.8986,0.6797,0.8297,0.6144,0.7662,0.6004,0.6999,0.6995,0.5713,0.616,0.5433,0.5973,0.6137,0.6119,0.6734,0.7454,0.5137,0.6833,0.364,0.6522,0.2806,0.6372,0.2134,0.7898,0.5018,0.7422,0.3599,0.7121,0.2833,0.6907,0.2269,0.8292,0.5301,0.7975,0.4165,0.776,0.3574,0.7606,0.3154
