Timestamp,Flex1,Flex2,Flex3,Flex4,Flex5,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Hand_X_0,Hand_Y_0,Hand_X_1,Hand_Y_1,Hand_X_2,Hand_Y_2,Hand_X_3,Hand_Y_3,Hand_X_4,Hand_Y_4,Hand_X_5,Hand_Y_5,Hand_X_6,Hand_Y_6,Hand_X_7,Hand_Y_7,Hand_X_8,Hand_Y_8,Hand_X_9,Hand_Y_9,Hand_X_10,Hand_Y_10,Hand_X_11,Hand_Y_11,Hand_X_12,Hand_Y_12,Hand_X_13,Hand_Y_13,Hand_X_14,Hand_Y_14,Hand_X_15,Hand_Y_15,Hand_X_16,Hand_Y_16,Hand_X_17,Hand_Y_17,Hand_X_18,Hand_Y_18,Hand_X_19,Hand_Y_19,Hand_X_20,Hand_Y_20
0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.727,0.7467,0.6836,0.5355,0.6197,0.3574,0.5698,0.1843,0.5527,0.0494,0.4968,0.4763,0.3997,0.4188,0.3381,0.4003,0.2839,0.3845,0.4904,0.5952,0.3804,0.6159,0.4492,0.6118,0.514,0.5967,0.5067,0.709,0.4195,0.7367,0.495,0.7125,0.5535,0.6899,0.5388,0.8168,0.4732,0.825,0.5189,0.7981,0.5601,0.7743
0.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7159,0.7808,0.675,0.5768,0.6148,0.3933,0.5688,0.2194,0.5489,0.0876,0.4791,0.5324,0.3778,0.4942,0.3144,0.4958,0.2653,0.502,0.4756,0.6573,0.3718,0.6819,0.4438,0.6738,0.505,0.6504,0.4962,0.7697,0.4161,0.8016,0.4912,0.7729,0.5456,0.7443,0.5316,0.8726,0.4699,0.8956,0.5167,0.8673,0.5557,0.8364
0.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7245,0.8018,0.6702,0.5991,0.6056,0.4293,0.5484,0.26,0.5398,0.1107,0.4716,0.571,0.37,0.5591,0.3088,0.5753,0.2548,0.586,0.4736,0.6886,0.3733,0.7269,0.4514,0.7179,0.5137,0.6869,0.4956,0.7957,0.4145,0.832,0.4917,0.8069,0.5461,0.7758,0.5311,0.895,0.4676,0.9239,0.5158,0.8919,0.5545,0.8531
0.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7198,0.8092,0.67,0.607,0.6022,0.4425,0.5427,0.2766,0.5292,0.1352,0.4685,0.5807,0.3685,0.5724,0.3069,0.5898,0.2548,0.6028,0.4701,0.6932,0.3694,0.7223,0.4463,0.7166,0.509,0.6929,0.4906,0.7969,0.41,0.8287,0.49,0.8068,0.5454,0.7788,0.5241,0.8968,0.4626,0.924,0.5119,0.894,0.5511,0.8572
0.494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7108,0.8061,0.6578,0.5958,0.5992,0.4281,0.5417,0.2596,0.5269,0.1215,0.4636,0.5684,0.3637,0.5504,0.3019,0.5555,0.2482,0.567,0.4625,0.6814,0.3634,0.7135,0.445,0.7062,0.5065,0.6844,0.482,0.789,0.3984,0.8229,0.4796,0.7983,0.5349,0.7691,0.5166,0.8893,0.4531,0.9195,0.5012,0.8842,0.5381,0.8443
0.603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7002,0.8222,0.65,0.6167,0.5887,0.4428,0.5326,0.2657,0.5212,0.1175,0.4493,0.5827,0.35,0.5614,0.2898,0.5687,0.2377,0.5766,0.4489,0.6995,0.3502,0.7317,0.4294,0.7248,0.4896,0.6983,0.4697,0.8086,0.39,0.8422,0.4717,0.819,0.5248,0.7875,0.505,0.9081,0.4421,0.9388,0.4923,0.906,0.5291,0.8655
0.704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6929,0.8256,0.6421,0.6239,0.5787,0.454,0.521,0.2808,0.5078,0.1337,0.4393,0.5948,0.3398,0.5742,0.2785,0.5826,0.2273,0.5904,0.441,0.7119,0.3411,0.7443,0.4196,0.7369,0.4812,0.7104,0.4626,0.8206,0.3832,0.8547,0.4637,0.8296,0.5179,0.7974,0.4975,0.9202,0.4371,0.9521,0.486,0.918,0.5228,0.8755
0.799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6916,0.8377,0.6399,0.6337,0.5717,0.4644,0.513,0.2906,0.5009,0.1418,0.4359,0.6065,0.3349,0.587,0.2739,0.5986,0.2215,0.6055,0.4378,0.7235,0.3351,0.7534,0.4099,0.7468,0.4724,0.7205,0.4602,0.832,0.3778,0.8612,0.4578,0.8363,0.5135,0.8055,0.4961,0.9336,0.4344,0.9579,0.483,0.9279,0.522,0.891
0.897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.688,0.8603,0.6328,0.6505,0.5678,0.4785,0.5075,0.2986,0.4922,0.1513,0.4326,0.6219,0.3311,0.5995,0.2706,0.6099,0.219,0.6187,0.4338,0.7411,0.3352,0.7663,0.4092,0.7604,0.4715,0.7377,0.4563,0.8529,0.3763,0.8742,0.4543,0.8506,0.5107,0.8221,0.4925,0.9555,0.4327,0.9707,0.4789,0.9367,0.5173,0.8985
1.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6894,0.8504,0.6365,0.6452,0.568,0.4776,0.5055,0.3071,0.4864,0.165,0.4342,0.6177,0.335,0.6022,0.2751,0.6123,0.2224,0.6211,0.4346,0.7358,0.3366,0.7621,0.4177,0.7517,0.4832,0.7271,0.4565,0.846,0.3738,0.8708,0.4567,0.8436,0.516,0.8141,0.4934,0.9472,0.4308,0.9629,0.4821,0.9301,0.5243,0.8955
