Timestamp,Flex1,Flex2,Flex3,Flex4,Flex5,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Hand_X_0,Hand_Y_0,Hand_X_1,Hand_Y_1,Hand_X_2,Hand_Y_2,Hand_X_3,Hand_Y_3,Hand_X_4,Hand_Y_4,Hand_X_5,Hand_Y_5,Hand_X_6,Hand_Y_6,Hand_X_7,Hand_Y_7,Hand_X_8,Hand_Y_8,Hand_X_9,Hand_Y_9,Hand_X_10,Hand_Y_10,Hand_X_11,Hand_Y_11,Hand_X_12,Hand_Y_12,Hand_X_13,Hand_Y_13,Hand_X_14,Hand_Y_14,Hand_X_15,Hand_Y_15,Hand_X_16,Hand_Y_16,Hand_X_17,Hand_Y_17,Hand_X_18,Hand_Y_18,Hand_X_19,Hand_Y_19,Hand_X_20,Hand_Y_20
0.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6037,0.8774,0.578,0.6745,0.5411,0.4752,0.5291,0.2833,0.5501,0.151,0.4262,0.5235,0.3509,0.4985,0.4248,0.5469,0.4593,0.5582,0.4057,0.64,0.3375,0.6157,0.4371,0.6486,0.4683,0.6516,0.4033,0.7612,0.3468,0.7348,0.4389,0.7401,0.4795,0.7361,0.4129,0.875,0.3688,0.8585,0.4361,0.8343,0.4699,0.821
0.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6004,0.8859,0.5776,0.6865,0.539,0.486,0.5238,0.2963,0.5465,0.1621,0.4267,0.5337,0.3501,0.5131,0.4237,0.5626,0.4575,0.5693,0.4081,0.6507,0.3395,0.6315,0.4369,0.6631,0.4668,0.6627,0.4054,0.7693,0.346,0.7476,0.4393,0.7552,0.4805,0.7501,0.4126,0.8817,0.3666,0.8707,0.434,0.8511,0.4702,0.8381
0.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6038,0.8903,0.5777,0.6921,0.5388,0.4936,0.5239,0.3064,0.5399,0.1773,0.4257,0.5459,0.3514,0.517,0.4211,0.5642,0.4544,0.5762,0.4073,0.6597,0.3426,0.6375,0.4378,0.6681,0.4681,0.6705,0.4057,0.777,0.3491,0.7557,0.4398,0.7594,0.4814,0.754,0.4157,0.8877,0.3725,0.8793,0.4384,0.856,0.4734,0.8406
0.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6087,0.8877,0.579,0.6889,0.5399,0.4938,0.5249,0.3056,0.5403,0.1772,0.4285,0.5452,0.3544,0.5197,0.4236,0.5648,0.4588,0.5747,0.4107,0.6602,0.3468,0.6387,0.4419,0.6702,0.4723,0.6711,0.41,0.7791,0.3527,0.7563,0.4415,0.7606,0.484,0.7536,0.4221,0.8888,0.3786,0.8818,0.4433,0.8564,0.4777,0.8387
0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6118,0.8813,0.5803,0.6827,0.5398,0.4914,0.5255,0.3041,0.5411,0.1758,0.4287,0.5471,0.3562,0.523,0.4262,0.5678,0.4609,0.5776,0.4108,0.6625,0.3474,0.6393,0.4425,0.6703,0.4738,0.6744,0.4111,0.7814,0.3555,0.7576,0.4439,0.7595,0.4856,0.7542,0.424,0.8917,0.3798,0.8796,0.4447,0.8516,0.479,0.8354
0.591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6102,0.8872,0.5797,0.6853,0.5397,0.4885,0.5249,0.2988,0.5478,0.1668,0.4275,0.5448,0.3552,0.5237,0.4271,0.5679,0.4622,0.5788,0.4096,0.6631,0.3453,0.6422,0.4433,0.6704,0.4748,0.6724,0.4098,0.7834,0.3558,0.7608,0.4441,0.7615,0.4843,0.7547,0.4229,0.8931,0.378,0.8806,0.4422,0.8526,0.4744,0.8365
0.702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6118,0.8935,0.5792,0.6943,0.5392,0.4955,0.5231,0.3048,0.5406,0.1798,0.4265,0.5499,0.356,0.5223,0.4261,0.5705,0.4596,0.5837,0.4089,0.6642,0.3474,0.64,0.4421,0.6711,0.4714,0.6762,0.4084,0.7838,0.3548,0.7603,0.4415,0.7621,0.4828,0.757,0.4209,0.8914,0.377,0.8794,0.4415,0.8515,0.4743,0.8352
0.801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6102,0.8978,0.5776,0.6969,0.537,0.5017,0.5208,0.3124,0.5373,0.1849,0.425,0.5561,0.3565,0.5298,0.4265,0.5763,0.4599,0.589,0.4071,0.6731,0.3454,0.6477,0.4411,0.6769,0.4717,0.6821,0.4076,0.7932,0.3551,0.7693,0.4427,0.7684,0.4836,0.7622,0.4221,0.9018,0.3762,0.8889,0.4407,0.8606,0.4732,0.8452
0.896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6073,0.8943,0.5777,0.6992,0.5372,0.5077,0.5212,0.3202,0.5356,0.1921,0.4279,0.5617,0.3554,0.5399,0.4258,0.5853,0.4614,0.5968,0.4108,0.6796,0.3467,0.6624,0.4424,0.6896,0.4753,0.691,0.4108,0.7989,0.3543,0.779,0.4431,0.7793,0.4859,0.7724,0.4234,0.9084,0.3795,0.8967,0.4436,0.8717,0.478,0.8573
0.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6057,0.8925,0.5779,0.7026,0.5377,0.5101,0.5212,0.3233,0.5354,0.1948,0.4281,0.5659,0.3552,0.5477,0.4251,0.5913,0.4593,0.5981,0.4117,0.6828,0.3478,0.6683,0.4424,0.6938,0.4737,0.692,0.4114,0.7998,0.3547,0.7835,0.4434,0.7833,0.4852,0.774,0.4227,0.907,0.3807,0.9003,0.4447,0.876,0.4793,0.8599
