Timestamp,Flex1,Flex2,Flex3,Flex4,Flex5,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Hand_X_0,Hand_Y_0,Hand_X_1,Hand_Y_1,Hand_X_2,Hand_Y_2,Hand_X_3,Hand_Y_3,Hand_X_4,Hand_Y_4,Hand_X_5,Hand_Y_5,Hand_X_6,Hand_Y_6,Hand_X_7,Hand_Y_7,Hand_X_8,Hand_Y_8,Hand_X_9,Hand_Y_9,Hand_X_10,Hand_Y_10,Hand_X_11,Hand_Y_11,Hand_X_12,Hand_Y_12,Hand_X_13,Hand_Y_13,Hand_X_14,Hand_Y_14,Hand_X_15,Hand_Y_15,Hand_X_16,Hand_Y_16,Hand_X_17,Hand_Y_17,Hand_X_18,Hand_Y_18,Hand_X_19,Hand_Y_19,Hand_X_20,Hand_Y_20
0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5956,0.8755,0.5836,0.649,0.5016,0.475,0.4053,0.3766,0.3228,0.3318,0.4383,0.5262,0.3726,0.4376,0.3298,0.389,0.2889,0.3353,0.4058,0.6161,0.3283,0.543,0.2941,0.4743,0.26,0.4095,0.3936,0.7312,0.317,0.6784,0.4002,0.6983,0.4647,0.718,0.3969,0.8568,0.3543,0.8105,0.4172,0.8058,0.4703,0.8083
0.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5957,0.8682,0.5834,0.6409,0.5012,0.4682,0.4052,0.3741,0.3224,0.3313,0.4376,0.5242,0.3732,0.4397,0.3301,0.3919,0.2893,0.3398,0.4058,0.6137,0.3293,0.5407,0.2964,0.4734,0.2637,0.4104,0.3941,0.729,0.3189,0.6739,0.4026,0.6945,0.4668,0.7142,0.3977,0.8553,0.3565,0.8051,0.4209,0.8022,0.4742,0.8071
0.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5945,0.8695,0.5818,0.6476,0.5005,0.4768,0.4074,0.3776,0.325,0.3358,0.4352,0.5279,0.3706,0.4469,0.3295,0.3997,0.2908,0.347,0.4041,0.615,0.3283,0.5434,0.2972,0.4754,0.2666,0.4108,0.3932,0.7293,0.3191,0.6753,0.4023,0.6985,0.4657,0.7176,0.398,0.8539,0.358,0.8059,0.4217,0.8047,0.4734,0.808
0.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.596,0.8738,0.5834,0.6525,0.5032,0.4834,0.4098,0.3888,0.3295,0.3399,0.4413,0.5303,0.3766,0.4423,0.3345,0.3925,0.2955,0.338,0.4084,0.6183,0.3324,0.5432,0.2992,0.4755,0.2675,0.41,0.3954,0.7328,0.3232,0.6745,0.4064,0.7046,0.4707,0.7301,0.3982,0.8576,0.3592,0.8079,0.4223,0.8083,0.4751,0.815
0.493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953,0.8774,0.5832,0.6588,0.5015,0.4883,0.4087,0.3942,0.3287,0.3457,0.4381,0.5396,0.3745,0.4552,0.3327,0.404,0.2935,0.3478,0.4062,0.628,0.3332,0.5547,0.3023,0.4868,0.2724,0.4217,0.3939,0.7413,0.3255,0.6842,0.4091,0.7092,0.4734,0.7317,0.3983,0.8633,0.3608,0.811,0.4257,0.8119,0.4789,0.8208
0.612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5894,0.8747,0.5765,0.6582,0.4963,0.4868,0.4025,0.3954,0.3218,0.3524,0.4377,0.5428,0.3737,0.4612,0.3315,0.4131,0.2936,0.3607,0.4061,0.6336,0.3313,0.563,0.3014,0.5005,0.2754,0.4418,0.394,0.7468,0.3267,0.6931,0.4111,0.7222,0.4765,0.7463,0.3987,0.869,0.3625,0.8156,0.4276,0.82,0.4803,0.8299
0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5897,0.8781,0.5765,0.6633,0.4964,0.4881,0.4045,0.3937,0.3234,0.3539,0.4386,0.5427,0.3743,0.4633,0.3307,0.4159,0.2914,0.365,0.4064,0.6328,0.3331,0.5659,0.3032,0.5042,0.2783,0.4467,0.3934,0.7468,0.3263,0.6956,0.4093,0.7241,0.4746,0.7472,0.3971,0.869,0.3623,0.8163,0.4273,0.8201,0.4801,0.8281
0.803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5916,0.8798,0.5761,0.6796,0.4968,0.5037,0.4072,0.3977,0.323,0.3584,0.4366,0.5437,0.3739,0.4657,0.3308,0.4209,0.2927,0.3741,0.4059,0.6335,0.3332,0.5676,0.304,0.5067,0.2787,0.4509,0.3937,0.7489,0.3281,0.7011,0.4102,0.728,0.4736,0.7485,0.3972,0.8704,0.3628,0.8198,0.4271,0.8226,0.4788,0.828
0.896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5925,0.8785,0.5752,0.6846,0.4952,0.5096,0.4064,0.4003,0.323,0.3646,0.4327,0.5396,0.3707,0.4627,0.3282,0.418,0.2912,0.3726,0.4029,0.629,0.3313,0.5656,0.3022,0.5074,0.2772,0.4536,0.3912,0.7454,0.3305,0.6972,0.4123,0.7273,0.4749,0.7482,0.3948,0.8684,0.366,0.8222,0.4308,0.8252,0.482,0.8283
1.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5933,0.8808,0.5748,0.6938,0.496,0.5209,0.4078,0.4082,0.3241,0.368,0.4385,0.5431,0.3742,0.4654,0.33,0.4211,0.2926,0.3759,0.4086,0.633,0.3339,0.5693,0.3028,0.5146,0.281,0.4651,0.3964,0.7492,0.3341,0.7078,0.4134,0.7348,0.4769,0.7528,0.3998,0.8696,0.3692,0.8272,0.4343,0.8314,0.4863,0.8344
1.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5947,0.8854,0.5779,0.7022,0.4981,0.5282,0.4109,0.4139,0.3276,0.3721,0.4404,0.5488,0.3767,0.4697,0.3323,0.4244,0.2937,0.3793,0.4096,0.6378,0.3365,0.573,0.306,0.5157,0.2819,0.4632,0.3964,0.7536,0.3336,0.7113,0.4147,0.7401,0.4777,0.7594,0.3992,0.8734,0.369,0.8322,0.435,0.8367,0.4865,0.8392
